BHK,Size,Bathroom,Current_Floor,Total_Floors,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family
2,0.16165199616667855,2,-0.07601214466842245,-0.3138808013174045,True,False,False,False,True,False,False,True,False,True,False
2,0.36665549783862555,2,-0.422557426701403,-0.6308336274987665,False,True,False,False,True,False,False,False,True,True,False
3,0.6031979997677952,3,-0.422557426701403,-0.20822985925695045,True,False,False,False,False,False,True,False,False,False,False
2,-0.5243212594279134,2,2.3498048295624416,1.3765342716498599,True,False,False,False,False,False,True,False,True,True,False
2,-0.7372095111641661,2,-0.24928478568491275,-0.3138808013174045,False,True,False,True,False,False,False,True,False,True,False
2,0.6031979997677952,2,-0.5958300677178933,-0.6308336274987665,False,True,False,False,True,False,False,False,True,True,False
4,3.205165520988661,4,-0.422557426701403,-0.5251826854383125,True,False,True,False,False,False,False,False,True,False,False
2,-0.18527700666277028,2,0.790351060414029,0.32002485104531964,True,False,False,False,False,False,True,False,True,True,False
3,0.05126549526639938,3,-0.24928478568491275,-0.5251826854383125,False,True,False,False,False,True,False,True,False,True,False
1,-1.170870764700977,2,2.523077470578932,1.799138039891676,True,False,False,False,False,False,True,False,True,False,False
1,-0.8160570118072227,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,False,False,False,True,True,False
3,-0.10642950601971371,3,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,True,False,True,False,True,False
3,0.5243504991247386,3,-0.422557426701403,-0.4195317433778585,False,True,True,False,False,False,False,True,False,False,True
3,1.155130504269191,3,-0.07601214466842245,-0.4195317433778585,True,False,True,False,False,False,False,True,False,False,False
2,-0.4218195085919399,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,True,False,False,True,False,False
2,-0.579514509878053,2,1.8299869065129708,1.587836155770768,True,False,False,False,False,False,True,True,False,True,False
1,-0.7372095111641661,2,1.6567142654964804,0.7426286192871357,False,True,False,False,False,False,True,False,False,True,False
2,-0.4218195085919399,1,0.09726049634806784,0.7426286192871357,True,False,False,False,False,True,False,True,False,True,False
3,0.36665549783862555,3,0.9636237014305193,0.4256757931057737,True,False,True,False,False,False,False,True,False,True,False
2,-0.579514509878053,1,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,False,False,False,True,True,False
3,0.36665549783862555,2,-0.422557426701403,-0.5251826854383125,True,False,True,False,False,False,False,False,True,True,False
2,0.05126549526639938,2,-0.24928478568491275,-0.4195317433778585,True,False,False,False,True,False,False,True,False,False,False
2,-0.42812730864338444,2,1.6567142654964804,1.482185213710314,True,False,False,False,False,False,True,True,False,True,False
1,-0.579514509878053,1,-0.07601214466842245,-0.3138808013174045,False,True,False,False,False,False,False,False,False,True,False
3,0.6820455004108518,3,-0.07601214466842245,-0.3138808013174045,True,False,True,False,False,False,False,True,False,True,False
1,-0.7372095111641661,1,-0.5958300677178933,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
3,0.20896049655251248,2,-0.422557426701403,-0.4195317433778585,True,False,False,False,False,False,False,True,False,True,False
1,-0.8949045124502792,1,-0.5958300677178933,-0.20822985925695045,True,False,False,False,False,True,False,True,False,False,False
4,2.8897755184164353,5,5.641985008875756,7.821241737337555,True,False,False,False,False,False,True,False,True,False,False
2,-0.3429720079488834,2,1.3101689834635,1.482185213710314,True,False,False,False,False,False,True,False,True,False,False
2,-0.8949045124502792,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,True,False,False,True,True,False
2,-0.8160570118072227,1,-0.422557426701403,-0.4195317433778585,False,True,False,True,False,False,False,False,True,True,False
2,-0.5006670092349964,2,-0.422557426701403,-0.6308336274987665,True,False,False,False,False,True,False,False,True,True,False
2,-0.10642950601971371,2,-0.5958300677178933,-0.3138808013174045,False,True,True,False,False,False,False,True,False,True,False
2,0.36665549783862555,2,-0.24928478568491275,-0.10257891719649644,False,True,False,False,True,False,False,False,True,True,False
2,0.20896049655251248,1,-0.422557426701403,-0.4195317433778585,False,True,False,False,False,False,False,True,False,True,False
1,-0.7372095111641661,1,-0.5958300677178933,-0.4195317433778585,True,False,False,False,False,False,False,True,False,True,False
1,-1.0999080141222262,1,0.4438057783810484,0.003072024863957591,True,False,False,False,False,False,True,False,True,False,False
2,0.8397405016969649,2,-0.5958300677178933,-0.6308336274987665,True,False,False,False,True,False,False,False,True,False,True
2,0.5006962489318217,2,-0.24928478568491275,-0.3138808013174045,False,True,False,False,True,False,False,True,False,True,False
2,-0.579514509878053,2,0.09726049634806784,-0.20822985925695045,False,True,False,False,False,False,False,False,False,True,False
1,-1.4862607672732033,1,-0.24928478568491275,-0.20822985925695045,True,False,False,True,False,False,False,False,True,True,False
1,-0.6741315106497209,2,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,False,True,False,True,True,False
2,-0.18527700666277028,2,-0.07601214466842245,-0.4195317433778585,True,False,False,False,False,False,True,True,False,False,False
3,0.28780799719556904,3,1.1368963424470095,0.5313267351662276,True,False,False,False,False,False,True,False,True,False,True
1,-0.8160570118072227,2,-0.5958300677178933,-0.6308336274987665,False,True,False,False,True,False,False,False,True,True,False
1,-0.6583620105211095,1,-0.07601214466842245,-0.4195317433778585,True,False,False,True,False,False,False,True,False,True,False
1,-0.7372095111641661,1,-0.07601214466842245,-0.3138808013174045,False,True,False,False,False,False,True,False,True,True,False
2,-0.579514509878053,2,0.09726049634806784,-0.20822985925695045,False,True,False,True,False,False,False,False,True,True,False
3,2.1013005119858694,3,-0.24928478568491275,-0.3138808013174045,True,False,True,False,False,False,False,True,False,False,False
2,0.13011299590945594,2,-0.422557426701403,-0.5251826854383125,True,False,False,False,True,False,False,False,True,True,False
4,1.6282155081275302,5,1.3101689834635,0.5313267351662276,True,False,False,False,False,False,True,True,False,False,False
2,0.6820455004108518,2,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,False,False,False,False,True,False
2,0.05126549526639938,2,-0.422557426701403,-0.4195317433778585,False,True,True,False,False,False,False,True,False,True,False
2,0.05126549526639938,3,0.27053313736455814,0.21437390898486564,True,False,False,False,False,False,True,False,False,True,False
2,-0.579514509878053,2,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,False,True,False,False
2,-0.4218195085919399,2,-0.7691027087343835,1.587836155770768,True,False,False,False,False,False,True,False,True,True,False
1,-1.0525995137363924,1,-0.5958300677178933,-0.4195317433778585,True,False,False,False,False,True,False,False,True,True,False
1,-0.7372095111641661,1,-0.422557426701403,-0.3138808013174045,False,True,False,True,False,False,False,True,False,True,False
3,0.5243504991247386,3,0.4438057783810484,2.4330436922544,True,False,False,False,False,False,True,False,True,False,False
2,0.36665549783862555,2,-0.07601214466842245,-0.3138808013174045,False,True,False,False,True,False,False,True,False,True,False
2,0.05126549526639938,2,-0.5958300677178933,-0.3138808013174045,False,True,False,False,False,False,False,True,False,True,False
1,-0.6583620105211095,2,-0.5958300677178933,-0.6308336274987665,True,False,True,False,False,False,False,False,True,False,False
2,0.09068924558792765,2,-0.24928478568491275,-0.3138808013174045,True,False,False,False,False,False,False,True,False,True,False
2,-0.2641245073058268,1,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,True,False,True,False
1,-0.6126304601481367,1,-0.07601214466842245,-0.3138808013174045,False,True,True,False,False,False,False,True,False,True,False
1,-0.8949045124502792,1,-0.422557426701403,-0.6308336274987665,False,True,False,False,False,True,False,False,True,True,False
2,-0.3429720079488834,2,1.3101689834635,2.116090866073038,True,False,False,False,False,False,True,True,False,True,False
2,-1.399528516565841,2,-0.422557426701403,-0.3138808013174045,False,True,False,True,False,False,False,True,False,True,False
3,0.9974355029830779,3,2.0032595475294612,0.9539305034080439,True,False,True,False,False,False,False,True,False,True,False
3,0.6820455004108518,2,1.1368963424470095,0.8482795613475899,False,True,True,False,False,False,False,True,False,True,False
2,0.21684524661681814,2,-0.422557426701403,-0.3138808013174045,False,True,False,False,False,False,False,True,False,True,False
2,-0.579514509878053,1,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,True,False,False,True
3,2.4166905145580957,2,-0.24928478568491275,-0.5251826854383125,False,True,False,False,True,False,False,False,True,True,False
3,0.6031979997677952,3,-0.5958300677178933,-0.6308336274987665,False,True,True,False,False,False,False,False,False,False,False
2,0.4928114988675161,3,-0.5958300677178933,-0.6308336274987665,False,True,False,False,True,False,False,False,True,True,False
2,0.13011299590945594,2,-0.5958300677178933,-0.6308336274987665,False,True,False,False,False,True,False,False,True,True,False
2,-0.4848975091063851,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,False,False,False,True,False,False
2,-0.2641245073058268,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,True,False,False,True,True,False
2,-0.5006670092349964,2,0.790351060414029,1.1652323875289519,True,False,False,False,False,False,True,False,True,True,False
2,-0.60316876007097,1,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,True,False,True,False
3,-0.10642950601971371,2,-0.5958300677178933,-0.5251826854383125,True,False,False,False,False,True,False,False,True,False,False
1,-0.8160570118072227,1,-0.5958300677178933,-0.20822985925695045,True,False,False,True,False,False,False,False,False,True,False
3,-0.4155117085404954,2,0.27053313736455814,1.059581445468498,True,False,False,False,False,False,True,False,True,True,False
2,-0.3429720079488834,2,-0.24928478568491275,-0.4195317433778585,True,False,False,False,False,False,False,True,False,True,False
1,-1.2102945150225053,1,-0.24928478568491275,-0.3138808013174045,False,True,False,True,False,False,False,False,True,True,False
1,0.05126549526639938,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,True,False,False,True,True,False
2,0.49754234890609944,2,0.27053313736455814,2.855647460496216,False,True,False,False,True,False,False,False,True,False,False
2,-0.579514509878053,1,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
2,-0.2641245073058268,2,-0.24928478568491275,-0.3138808013174045,False,True,True,False,False,False,False,True,False,True,False
2,-0.4848975091063851,2,-0.5958300677178933,-0.10257891719649644,True,False,False,False,False,False,True,True,False,True,False
1,-0.4218195085919399,1,0.09726049634806784,-0.20822985925695045,False,True,False,True,False,False,False,False,True,True,False
3,0.20896049655251248,3,0.4438057783810484,0.5313267351662276,True,False,False,False,False,False,True,True,False,True,False
2,-0.626823010263887,2,-0.5958300677178933,-0.5251826854383125,True,False,True,False,False,False,False,False,True,True,False
1,-1.0525995137363924,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,True,False,False,False,True,True,False
2,-0.8002875116786113,1,-0.5958300677178933,-0.5251826854383125,True,False,False,False,False,True,False,False,True,False,False
2,-0.22470075698429853,2,2.3498048295624416,1.587836155770768,True,False,False,False,False,False,True,False,False,False,False
1,-0.5322060094922191,1,-0.5958300677178933,-0.5251826854383125,False,True,False,True,False,False,False,False,False,True,False
2,-0.4848975091063851,2,-0.5958300677178933,-0.5251826854383125,True,False,True,False,False,False,False,True,False,False,True
2,0.36665549783862555,2,-0.422557426701403,-0.4195317433778585,False,True,False,False,True,False,False,False,True,True,False
1,-1.2102945150225053,1,-0.422557426701403,-0.4195317433778585,True,False,True,False,False,False,False,True,False,True,False
1,-0.4218195085919399,1,-0.422557426701403,-0.4195317433778585,False,True,False,False,False,True,False,False,True,True,False
2,0.11434349578084461,3,-0.422557426701403,-0.5251826854383125,True,False,False,True,False,False,False,True,False,False,False
3,0.7608930010539083,2,0.09726049634806784,-0.3138808013174045,False,True,False,False,True,False,False,True,False,True,False
2,-0.10642950601971371,2,-0.5958300677178933,-0.4195317433778585,False,True,True,False,False,False,False,False,False,True,False
2,-0.4218195085919399,2,-0.422557426701403,-0.4195317433778585,True,False,False,False,False,False,False,True,False,False,False
1,-1.2102945150225053,1,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,True,False,True,False
3,0.8397405016969649,3,-0.422557426701403,0.5313267351662276,True,False,False,True,False,False,False,False,True,False,False
2,-0.5006670092349964,1,-0.24928478568491275,-0.5251826854383125,True,False,False,False,False,True,False,False,True,True,False
3,1.155130504269191,3,0.4438057783810484,0.21437390898486564,False,True,False,False,False,False,False,False,False,False,True
1,-0.8949045124502792,1,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,False,False,True,False
2,-0.374511008206106,2,-0.24928478568491275,-0.4195317433778585,True,False,False,True,False,False,False,False,True,True,False
1,-0.579514509878053,1,0.09726049634806784,-0.20822985925695045,True,False,False,False,False,False,False,False,True,False,False
2,0.6031979997677952,2,-0.422557426701403,-0.6308336274987665,False,True,False,False,False,False,False,True,False,True,False
4,2.732080517130322,4,-0.5958300677178933,-0.4195317433778585,True,False,False,True,False,False,False,False,True,False,False
1,-0.8160570118072227,1,-0.24928478568491275,-0.5251826854383125,False,True,False,False,False,False,False,False,True,True,False
3,0.8334327016455203,2,1.1368963424470095,0.8482795613475899,True,False,False,False,True,False,False,True,False,False,False
2,-0.4218195085919399,1,-0.5958300677178933,-0.4195317433778585,True,False,False,False,False,True,False,False,True,False,False
3,0.9185880023400214,2,-0.5958300677178933,-0.4195317433778585,True,False,False,True,False,False,False,True,False,True,False
2,-0.2641245073058268,2,-0.422557426701403,-0.5251826854383125,True,False,False,False,False,False,False,True,False,True,False
1,-1.289142015665562,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,True,False,False,False,True,True,False
3,0.4455029984816821,3,0.27053313736455814,0.10872296692441161,True,False,False,False,False,False,True,True,False,True,False
2,-0.3429720079488834,2,-0.422557426701403,-0.5251826854383125,False,True,False,False,True,False,False,False,True,True,False
1,-0.8160570118072227,1,-0.24928478568491275,-0.3138808013174045,False,True,False,False,False,False,True,False,True,True,False
2,-0.027582005376657167,2,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,False,True,False,True
2,-0.10642950601971371,2,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
4,3.6782505248470008,4,-0.5958300677178933,0.7426286192871357,True,False,False,False,True,False,False,True,False,False,True
3,-1.2229101151253945,3,-0.24928478568491275,-0.3138808013174045,False,True,False,False,True,False,False,True,False,True,False
1,-0.9737520130933357,1,-0.5958300677178933,-0.4195317433778585,False,True,False,False,False,True,False,False,True,True,False
2,0.20896049655251248,2,-0.24928478568491275,-0.5251826854383125,False,True,False,False,True,False,False,True,False,True,False
1,-0.579514509878053,1,-0.24928478568491275,-0.3138808013174045,False,True,False,False,False,False,False,False,False,True,False
2,-0.04335150550526848,2,0.4438057783810484,0.32002485104531964,False,True,False,False,True,False,False,True,False,True,False
2,0.8397405016969649,2,-0.5958300677178933,-0.5251826854383125,False,True,False,False,True,False,False,True,False,True,False
1,-1.289142015665562,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,False,False,False,False,True,True,False
1,-0.8949045124502792,2,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,True,False,True,False
4,-1.096754114096504,3,-0.5958300677178933,-0.3138808013174045,True,False,False,True,False,False,False,False,False,False,False
1,-0.8949045124502792,1,-0.5958300677178933,-0.4195317433778585,False,True,False,False,False,False,False,False,True,True,False
3,1.3128255055553042,3,-0.5958300677178933,-0.6308336274987665,True,False,False,False,True,False,False,True,False,True,False
3,1.3727496060440272,3,0.09726049634806784,2.4330436922544,False,True,False,False,True,False,False,False,True,False,False
1,-0.8428651620258619,2,0.790351060414029,1.3765342716498599,True,False,False,False,False,False,True,True,False,True,False
2,0.5558894993819613,2,-0.7691027087343835,-0.5251826854383125,False,True,False,False,False,True,False,False,False,True,False
2,0.05126549526639938,2,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
2,-0.6583620105211095,1,-0.422557426701403,-0.6308336274987665,False,True,False,False,False,True,False,True,False,True,False
1,-1.241833515279728,1,-0.24928478568491275,-0.5251826854383125,True,False,False,True,False,False,False,False,True,False,False
1,-0.7529790112927774,1,0.6170784193975387,0.10872296692441161,False,True,False,False,False,False,True,True,False,True,False
1,-0.6504772604568039,1,0.4438057783810484,0.003072024863957591,False,True,False,False,False,False,True,False,True,False,False
3,0.4455029984816821,2,-0.24928478568491275,-0.10257891719649644,False,True,False,False,True,False,False,False,True,True,False
3,0.6820455004108518,3,-0.07601214466842245,-0.3138808013174045,True,False,False,True,False,False,False,False,True,False,True
1,-0.7372095111641661,1,-0.422557426701403,-0.3138808013174045,False,True,False,False,False,False,False,True,False,False,True
3,-0.027582005376657167,3,0.27053313736455814,0.003072024863957591,True,False,False,False,False,False,True,False,True,True,False
3,0.8397405016969649,3,-0.422557426701403,0.21437390898486564,True,False,False,False,False,False,False,True,False,True,False
2,0.36665549783862555,2,-0.422557426701403,-0.5251826854383125,True,False,False,False,False,True,False,False,True,True,False
4,1.1630152543334966,3,2.176532188545951,2.327392750193946,True,False,False,False,False,False,True,True,False,False,True
2,-0.18527700666277028,2,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,False,False,True,False,True,False
3,0.5558894993819613,2,-0.5958300677178933,-0.5251826854383125,True,False,False,False,False,True,False,False,True,False,False
1,-1.2260640151511166,1,-0.5958300677178933,-0.5251826854383125,False,True,False,False,False,True,False,True,False,True,False
2,-0.3003943576016328,2,2.523077470578932,1.799138039891676,True,False,False,False,False,False,True,True,False,True,False
2,-0.18527700666277028,2,-0.07601214466842245,-0.3138808013174045,False,True,True,False,False,False,False,False,True,True,False
4,2.8897755184164353,4,-0.24928478568491275,-0.4195317433778585,True,False,False,True,False,False,False,False,True,True,False
2,-0.10642950601971371,2,-0.24928478568491275,-0.4195317433778585,False,True,True,False,False,False,False,False,False,True,False
1,-1.0525995137363924,1,-0.07601214466842245,-0.20822985925695045,False,True,False,True,False,False,False,True,False,True,False
1,-0.579514509878053,2,-0.07601214466842245,-0.3138808013174045,False,True,False,False,False,False,False,True,False,True,False
3,1.6282155081275302,3,-0.422557426701403,-0.4195317433778585,True,False,False,False,True,False,False,True,False,True,False
4,2.006683511214202,4,-0.5958300677178933,-0.4195317433778585,True,False,True,False,False,False,False,False,False,True,False
3,0.36665549783862555,2,-0.07601214466842245,-0.3138808013174045,True,False,False,True,False,False,False,True,False,False,False
2,0.05126549526639938,3,-0.5958300677178933,-0.5251826854383125,False,True,False,False,True,False,False,True,False,False,False
1,-0.7293247610998604,1,0.09726049634806784,0.5313267351662276,True,False,False,False,False,False,True,True,False,True,False
1,-0.7372095111641661,1,-0.24928478568491275,-0.4195317433778585,False,True,False,False,True,False,False,False,True,True,False
2,0.05126549526639938,2,-0.422557426701403,-0.20822985925695045,False,True,False,False,False,False,False,False,True,True,False
2,-0.4533585088491625,2,0.27053313736455814,0.7426286192871357,True,False,False,False,False,False,True,False,False,False,False
2,-0.011812505248045859,2,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,False,True,False,True
1,-0.7372095111641661,3,-0.07601214466842245,-0.4195317433778585,False,True,False,False,True,False,False,False,True,True,False
2,-0.145853256341242,2,-0.24928478568491275,-0.10257891719649644,False,True,False,False,True,False,False,False,True,True,False
4,1.1409379541534408,6,2.8696227526119125,2.6443455763753083,True,False,False,False,False,False,True,True,False,True,False
2,-0.10642950601971371,2,-0.24928478568491275,-0.3138808013174045,True,False,False,True,False,False,False,True,False,False,False
2,-0.15373800640554763,2,-0.07601214466842245,-0.4195317433778585,False,True,True,False,False,False,False,False,True,True,False
2,0.4455029984816821,2,-0.07601214466842245,-0.3138808013174045,False,True,False,False,False,False,False,True,False,False,True
3,1.4705205068414173,3,-0.07601214466842245,-0.4195317433778585,True,False,True,False,False,False,False,True,False,False,True
1,-0.4218195085919399,1,-0.5958300677178933,-0.6308336274987665,False,True,False,False,False,False,False,False,True,True,False
1,-0.7372095111641661,1,-0.422557426701403,-0.4195317433778585,True,False,False,False,False,False,False,True,False,True,False
2,-0.10642950601971371,2,-0.422557426701403,-0.5251826854383125,False,True,True,False,False,False,False,True,False,False,True
3,0.36665549783862555,2,-0.5958300677178933,-0.5251826854383125,True,False,False,False,False,True,False,False,True,True,False
2,-0.5006670092349964,2,0.6170784193975387,0.4256757931057737,True,False,False,False,False,False,True,False,True,False,False
1,-0.5006670092349964,1,-0.422557426701403,-0.3138808013174045,True,False,False,True,False,False,False,True,False,True,False
2,-0.18527700666277028,1,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,False,False,True,False
2,0.745123500925297,2,-0.24928478568491275,-0.4195317433778585,True,False,False,True,False,False,False,True,False,False,False
5,7.936015559572055,4,0.9636237014305193,0.5313267351662276,False,True,True,False,False,False,False,True,False,True,False
3,0.05126549526639938,3,0.9636237014305193,0.8482795613475899,True,False,False,False,False,False,True,False,False,True,False
2,-0.6583620105211095,2,-0.07601214466842245,0.21437390898486564,True,False,False,False,False,False,True,False,False,True,False
2,-0.8791350123216679,1,-0.24928478568491275,-0.3138808013174045,False,True,False,True,False,False,False,False,True,True,False
2,-0.5006670092349964,1,-0.5958300677178933,-0.5251826854383125,True,False,False,False,False,True,False,False,True,True,False
1,-0.7372095111641661,1,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
1,-0.7372095111641661,2,0.9636237014305193,0.9539305034080439,True,False,False,False,False,False,True,False,True,False,False
2,-0.10642950601971371,2,-0.07601214466842245,-0.3138808013174045,False,True,True,False,False,False,False,False,True,True,False
3,0.011841744944871106,2,4.429076521760325,2.9612984025566704,True,False,False,False,False,False,True,True,False,True,False
3,1.4705205068414173,3,0.9636237014305193,0.8482795613475899,True,False,False,False,True,False,False,False,True,False,False
3,0.8397405016969649,3,-0.07601214466842245,-0.10257891719649644,False,True,False,False,True,False,False,True,False,True,False
2,0.29569274725987466,2,-0.07601214466842245,-0.3138808013174045,False,True,False,False,False,False,False,True,False,False,True
3,1.1709000043978024,3,3.7359859576943637,4.334760649342572,True,False,False,False,False,False,True,False,False,True,False
3,0.6189674998964065,2,-0.07601214466842245,0.10872296692441161,False,True,False,False,True,False,False,False,False,False,False
2,-0.027582005376657167,2,-0.422557426701403,-0.6308336274987665,False,True,True,False,False,False,False,False,True,True,False
2,0.2404994968097351,2,-0.24928478568491275,-0.3138808013174045,False,True,True,False,False,False,False,True,False,True,False
2,0.20896049655251248,2,-0.07601214466842245,-0.20822985925695045,False,True,False,False,True,False,False,True,False,True,False
2,0.13011299590945594,2,-0.422557426701403,-0.3138808013174045,False,True,False,False,True,False,False,False,True,True,False
2,-1.3679895163086184,2,-0.07601214466842245,-0.4195317433778585,False,True,False,True,False,False,False,False,True,False,False
3,1.0967833537933291,2,2.696350111595422,8.243845505579372,True,False,False,False,False,False,True,True,False,True,False
3,1.6282155081275302,4,3.7359859576943637,4.5460625334634805,False,True,False,False,False,False,True,True,False,True,False
1,-0.808172261742917,1,2.523077470578932,1.587836155770768,True,False,False,False,False,False,True,False,True,True,False
2,-0.579514509878053,2,1.8299869065129708,1.059581445468498,True,False,False,False,False,False,True,False,True,False,False
2,-1.0525995137363924,1,-0.07601214466842245,-0.3138808013174045,True,False,False,True,False,False,False,False,True,True,False
3,1.4705205068414173,3,-0.24928478568491275,-0.4195317433778585,False,True,False,True,False,False,False,False,False,True,False
2,-0.4218195085919399,2,-0.24928478568491275,0.10872296692441161,False,True,False,False,False,False,True,True,False,True,False
1,-0.3902805083347173,1,-0.07601214466842245,-0.4195317433778585,True,False,False,True,False,False,False,False,True,True,False
2,0.5243504991247386,2,-0.7691027087343835,0.32002485104531964,True,False,False,False,False,False,True,False,False,True,False
2,-0.5322060094922191,2,-0.07601214466842245,-0.20822985925695045,False,True,False,False,False,False,False,False,False,True,False
1,-0.579514509878053,1,-0.422557426701403,-0.3138808013174045,False,True,False,False,False,False,False,False,True,True,False
2,0.12222824584515027,2,-0.422557426701403,-0.5251826854383125,True,False,False,False,False,False,False,True,False,False,False
2,-0.579514509878053,1,-0.07601214466842245,-0.3138808013174045,False,True,False,False,False,False,False,False,False,True,False
1,-0.027582005376657167,2,-0.422557426701403,-0.5251826854383125,False,True,False,False,False,True,False,False,True,True,False
3,0.6820455004108518,2,-0.07601214466842245,-0.3138808013174045,False,True,False,False,True,False,False,True,False,True,False
2,-0.4218195085919399,2,-0.24928478568491275,-0.3138808013174045,False,True,True,False,False,False,False,True,False,True,False
3,0.8082015014397422,2,-0.07601214466842245,-0.3138808013174045,False,True,True,False,False,False,False,False,False,True,False
3,1.3916730061983607,3,0.27053313736455814,-0.10257891719649644,False,True,False,False,True,False,False,True,False,True,False
2,-0.7372095111641661,2,-0.422557426701403,-0.6308336274987665,True,False,False,False,False,True,False,False,True,False,False
2,-0.4218195085919399,2,-0.5958300677178933,-0.5251826854383125,False,True,True,False,False,False,False,False,True,True,False
2,0.05126549526639938,2,-0.422557426701403,-0.4195317433778585,False,True,True,False,False,False,False,True,False,True,False
2,-0.4218195085919399,2,0.790351060414029,0.8482795613475899,True,False,False,False,False,False,True,True,False,True,False
